seqnames	start	end	width	strand	Conc	Conc_DOX	Conc_none	Fold	p.value	FDR	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	symbol	ENTREZID
chr1	60900712	60902623	1912	*	6.15	6.68	5.31	1.37	0.0191	0.231	338	ENSG00000162599	60865259	61462793	+	inside	35453	35453	NearestLocation	NFIA	4774
chr7	37900660	37902383	1724	*	6.52	6.89	6.03	0.86	0.0192	0.231	8424	ENSG00000086288	37848597	37900401	+	downstream	52063	259	NearestLocation	NME8	51314
chr2	66929782	66931101	1320	*	6.32	6.69	5.83	0.86	0.0192	0.231	2680	ENSG00000232688	66921510	66922457	-	upstream	-7325	7325	NearestLocation	LINC01628	102724321
chr5	79074316	79074902	587	*	5.95	6.37	5.35	1.02	0.0192	0.231	6328	ENSG00000132840	79069717	79089466	+	inside	4599	4599	NearestLocation	BHMT2	23743
chr9	107750115	107751688	1574	*	6.44	6.82	5.92	0.89	0.0192	0.231	9384	ENSG00000275701	107712364	107712461	+	downstream	37751	37654	NearestLocation	NA	NA
chr4	52822201	52823277	1077	*	5.2	5.7	4.43	1.27	0.0193	0.232	6092	ENSG00000250302	52789994	52815464	+	downstream	32207	6737	NearestLocation	LOC107986281;LINC01618	NA
chr15	67405670	67406599	930	*	5.99	6.44	5.33	1.11	0.0194	0.232	2140	ENSG00000189227	67521068	67530143	+	upstream	-115398	114469	NearestLocation	C15orf61	145853
chr21	38277236	38278114	879	*	6.76	7.12	6.28	0.83	0.0194	0.232	3355	ENSG00000231123	38238227	38238664	-	upstream	-38572	38572	NearestLocation	NA	NA
chr3	172087810	172088571	762	*	5.66	6.17	4.87	1.29	0.0194	0.232	4632	ENSG00000075420	172039628	172401665	+	inside	48182	48182	NearestLocation	FNDC3B	64778
chr17	69606315	69607127	813	*	5.33	5.91	4.33	1.58	0.0194	0.232	2328	ENSG00000227517	69577251	69903000	+	inside	29064	29064	NearestLocation	LINC01483	101928122
chr3	101033366	101034846	1481	*	6.09	6.47	5.56	0.9	0.0194	0.232	3774	ENSG00000154175	100749156	100993515	-	upstream	-39851	39851	NearestLocation	ABI3BP	25890
chr7	84194536	84196181	1646	*	6.37	6.9	5.51	1.38	0.0194	0.232	8857	ENSG00000222994	83919602	83919703	-	upstream	-274833	274833	NearestLocation	NA	NA
chr3	67526046	67526810	765	*	4.94	5.5	3.99	1.52	0.0194	0.232	3674	ENSG00000242510	67513940	67514320	+	downstream	12106	11726	NearestLocation	NA	NA
chr6	46211341	46213385	2045	*	5.65	6.53	3.07	3.46	0.0194	0.232	7173	ENSG00000229349	46204729	46207386	+	downstream	6612	3955	NearestLocation	NA	NA
chr4	57249688	57252189	2502	*	6.88	7.26	6.37	0.88	0.0195	0.232	6111	ENSG00000250192	57154577	57156452	+	downstream	95111	93236	NearestLocation	NA	NA
chr6	53855276	53858501	3226	*	7.09	7.53	6.44	1.09	0.0196	0.233	7711	ENSG00000137269	53794497	53924121	+	inside	60779	60779	NearestLocation	LRRC1	55227
chr7	99728433	99731027	2595	*	7.24	7.53	6.87	0.66	0.0196	0.233	9024	ENSG00000160870	99684679	99735196	-	inside	6763	4169	NearestLocation	CYP3A7	1551
chr7	30121898	30123862	1965	*	6.38	6.74	5.9	0.85	0.0196	0.233	7964	ENSG00000275380	30115845	30115994	-	upstream	-5904	5904	NearestLocation	NA	NA
chr11	92447482	92448088	607	*	6.01	6.41	5.46	0.96	0.0197	0.233	1710	ENSG00000254705	92400191	92408176	-	upstream	-39306	39306	NearestLocation	NA	NA
chr1	68357877	68358744	868	*	5.38	5.84	4.7	1.14	0.0198	0.234	600	ENSG00000237622	68375327	68375663	-	downstream	17786	16583	NearestLocation	NA	NA
chr3	174337749	174338799	1051	*	5.4	5.95	4.48	1.47	0.0199	0.235	4952	ENSG00000232601	174302944	174303287	-	upstream	-34462	34462	NearestLocation	NA	NA
chrUn_KI270751v1	149546	150658	1113	*	5.81	6.39	4.82	1.57	0.0199	0.235	9644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	173207888	173208878	991	*	5.54	6.03	4.79	1.24	0.02	0.235	4766	ENSG00000237473	173153737	173336965	+	inside	54151	54151	NearestLocation	NA	NA
chr3	178662975	178664324	1350	*	5.48	5.94	4.82	1.12	0.0201	0.236	5519	ENSG00000271131	178493327	178493810	-	upstream	-169165	169165	NearestLocation	NA	NA
chr3	175294574	175297353	2780	*	6.88	7.26	6.35	0.91	0.0202	0.237	5082	ENSG00000226779	175234861	175271096	-	upstream	-23478	23478	NearestLocation	NA	NA
chr1	70527864	70529479	1616	*	6.31	6.68	5.82	0.86	0.0204	0.24	632	ENSG00000233020	70530526	70531492	+	upstream	-2662	1047	NearestLocation	NA	NA
chr3	171703577	171704927	1351	*	6.04	6.63	5.01	1.62	0.0205	0.24	4585	ENSG00000075651	171600405	171810950	-	inside	107373	103172	NearestLocation	PLD1	5337
chr7	116954511	116955484	974	*	5.63	6.2	4.67	1.53	0.0205	0.24	9079	ENSG00000273571	116954983	116955154	+	includeFeature	-472	330	NearestLocation	NA	NA
chr5	35883107	35885138	2032	*	6.54	6.94	5.99	0.94	0.0207	0.242	6261	ENSG00000279737	35895689	35896020	-	downstream	12913	10551	NearestLocation	NA	NA
chr4	5598990	5599686	697	*	4.51	5.15	3.32	1.83	0.0207	0.242	6081	ENSG00000082929	5524569	5527801	+	downstream	74421	71189	NearestLocation	LINC01587	10141
chr1	113405996	113407210	1215	*	5.07	5.65	4.09	1.56	0.0208	0.243	890	ENSG00000081026	113390749	113685923	+	inside	15247	15247	NearestLocation	MAGI3	260425
chr5	126354826	126356774	1949	*	6.56	6.9	6.12	0.77	0.0208	0.243	6470	ENSG00000155324	126360132	126496494	+	upstream	-5306	3358	NearestLocation	GRAMD2B	65983
chr3	120732733	120734234	1502	*	4.6	5.36	2.93	2.43	0.0209	0.243	4200	ENSG00000153767	120742637	120783069	+	upstream	-9904	8403	NearestLocation	GTF2E1	2960
chr2	37376029	37378431	2403	*	7.18	7.51	6.74	0.77	0.0209	0.243	2507	ENSG00000115828	37344574	37373322	+	downstream	31455	2707	NearestLocation	QPCT	25797
chr7	34272537	34273764	1228	*	5.39	5.84	4.74	1.1	0.021	0.244	8203	ENSG00000202431	34297496	34297598	-	downstream	25061	23732	NearestLocation	NA	NA
chr1	64000193	64001819	1627	*	6.53	6.87	6.09	0.78	0.021	0.244	428	ENSG00000207190	64028894	64029000	-	downstream	28807	27075	NearestLocation	NA	NA
chr21	39974558	39975100	543	*	5.98	6.37	5.44	0.93	0.0211	0.244	3360	ENSG00000183036	39867317	39929397	+	downstream	107241	45161	NearestLocation	PCP4	5121
chr6	52071685	52074326	2642	*	7.02	7.34	6.6	0.74	0.0212	0.245	7579	ENSG00000170927	51615300	52087625	-	inside	15940	13299	NearestLocation	PKHD1	5314
chr1	240562182	240563716	1535	*	5.1	5.81	3.62	2.19	0.0212	0.245	1228	ENSG00000226014	240549867	240550378	-	upstream	-11804	11804	NearestLocation	NA	NA
chr1	221394620	221396303	1684	*	6.37	6.72	5.91	0.81	0.0212	0.245	1150	ENSG00000234754	221330080	221336296	-	upstream	-58324	58324	NearestLocation	LINC02817	400804
chr7	42628119	42629193	1075	*	5.39	5.88	4.65	1.23	0.0212	0.245	8753	ENSG00000238284	42661726	42706447	-	downstream	78328	32533	NearestLocation	LINC01448	101928795
chr7	36839192	36840850	1659	*	5.89	6.42	5.02	1.4	0.0213	0.245	8352	ENSG00000230831	36838972	36841373	+	inside	220	220	NearestLocation	NA	NA
chr3	171081674	171084329	2656	*	7.07	7.41	6.63	0.78	0.0213	0.245	4484	ENSG00000207963	171106664	171106759	-	downstream	25085	22335	NearestLocation	MIR569	693154
chr3	186784129	186785965	1837	*	7.26	8.03	5.5	2.53	0.0213	0.245	5862	ENSG00000263826	186781780	186784179	-	overlapStart	50	50	NearestLocation	NA	NA
chr8	67507764	67509121	1358	*	5.57	6	4.94	1.06	0.0214	0.246	9220	ENSG00000254253	67569416	67570078	+	upstream	-61652	60295	NearestLocation	NA	NA
chr3	187361873	187362958	1086	*	5.62	6.04	5.03	1.01	0.0215	0.246	5880	ENSG00000136514	187368332	187372076	+	upstream	-6459	5374	NearestLocation	RTP4	64108
chr6	47454981	47456107	1127	*	5.91	6.29	5.38	0.92	0.0215	0.246	7322	ENSG00000270761	47477243	47477572	-	downstream	22591	21136	NearestLocation	NA	NA
chr6	52370244	52370988	745	*	5.22	5.72	4.45	1.28	0.0215	0.246	7605	ENSG00000170915	52361421	52407777	+	inside	8823	8823	NearestLocation	PAQR8	85315
chr7	38997315	38998109	795	*	5.13	5.65	4.29	1.37	0.0216	0.247	8496	ENSG00000233854	38984243	39013551	-	inside	16236	13072	NearestLocation	NA	NA
chr5	35769992	35771554	1563	*	5.96	6.36	5.38	0.98	0.0216	0.247	6257	ENSG00000248969	35678484	35827018	-	inside	57026	55464	NearestLocation	NA	NA
chr3	181453546	181455196	1651	*	5.78	6.22	5.13	1.09	0.0217	0.247	5701	ENSG00000241231	181421058	181442486	-	upstream	-11060	11060	NearestLocation	NA	NA
chr2	76958367	76960060	1694	*	6.31	6.67	5.83	0.84	0.0219	0.249	2842	ENSG00000234653	76985965	77009791	+	upstream	-27598	25905	NearestLocation	LRRTM4-AS1	101927907
chr1	110003472	110004761	1290	*	5.69	6.16	4.96	1.2	0.0219	0.249	874	ENSG00000168710	109984686	110023741	+	inside	18786	18786	NearestLocation	AHCYL1	10768
chr3	178985710	178989546	3837	*	7.35	7.63	6.99	0.64	0.0219	0.249	5572	ENSG00000172667	179017223	179072279	-	downstream	86569	27677	NearestLocation	ZMAT3	64393
chr10	89466365	89467326	962	*	6	6.38	5.47	0.91	0.022	0.249	1477	ENSG00000234452	89456064	89468140	+	inside	10301	814	NearestLocation	SLC16A12-AS1	101926906
chrUn_KI270742v1	27131	28072	942	*	5.11	5.61	4.33	1.28	0.022	0.249	9606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	246301939	246303341	1403	*	5.77	6.19	5.19	1	0.022	0.249	1246	ENSG00000230184	246321663	246322438	-	downstream	20499	18322	NearestLocation	NA	NA
chr1	78345721	78346896	1176	*	5.52	5.95	4.92	1.03	0.022	0.249	698	ENSG00000212308	78375164	78375268	-	downstream	29547	28268	NearestLocation	NA	NA
chr2	191377377	191377971	595	*	4.85	5.4	3.93	1.48	0.022	0.249	3087	ENSG00000252130	191370938	191371044	+	downstream	6439	6333	NearestLocation	NA	NA
chr3	177769254	177770905	1652	*	6.7	7.11	6.13	0.98	0.0221	0.249	5362	ENSG00000231574	177816865	177899224	+	upstream	-47611	45960	NearestLocation	LINC02015	102724550
chr6	45552981	45554456	1476	*	5.27	5.74	4.58	1.16	0.0222	0.249	7099	ENSG00000261080	45573346	45576770	-	downstream	23789	18890	NearestLocation	NA	NA
chr19	32691955	32692764	810	*	8.58	9.29	7.09	2.2	0.0222	0.249	2450	ENSG00000213965	32691961	32713796	+	overlapStart	-6	6	NearestLocation	NUDT19	390916
chr10	62078239	62079975	1737	*	5.24	5.85	4.17	1.68	0.0222	0.249	1380	ENSG00000221094	62116215	62116301	+	upstream	-37976	36240	NearestLocation	NA	NA
chr6	47414487	47417316	2830	*	7.45	7.75	7.08	0.67	0.0223	0.25	7318	ENSG00000271328	47368943	47369230	+	downstream	45544	45257	NearestLocation	NA	NA
chr3	169373892	169375002	1111	*	5.15	5.75	4.12	1.63	0.0224	0.251	4336	ENSG00000241479	169447867	169477052	+	upstream	-73975	72865	NearestLocation	MECOM-AS1	105374205
chr11	101851218	101851872	655	*	5.6	6.03	4.98	1.05	0.0224	0.251	1768	ENSG00000137672	101451564	101872562	-	inside	21344	20690	NearestLocation	TRPC6	7225
chr7	39168584	39169413	830	*	5.29	5.76	4.57	1.2	0.0224	0.251	8516	ENSG00000266481	39294307	39294406	-	downstream	125822	124894	NearestLocation	NA	NA
chr5	157554468	157555801	1334	*	6.01	6.39	5.5	0.88	0.0224	0.251	6587	ENSG00000253519	157565964	157569098	+	upstream	-11496	10163	NearestLocation	NA	NA
chr6	49093379	49094539	1161	*	5.25	5.83	4.28	1.56	0.0225	0.251	7430	ENSG00000218337	49077712	49078051	-	upstream	-15328	15328	NearestLocation	NA	NA
chr3	180050294	180052082	1789	*	5.96	6.45	5.19	1.26	0.0225	0.251	5622	ENSG00000114757	179794958	180037053	-	upstream	-13241	13241	NearestLocation	PEX5L	51555
chr5	159869659	159874613	4955	*	7.95	8.24	7.59	0.65	0.0225	0.251	6671	ENSG00000253311	159776772	159871384	-	overlapStart	1725	1725	NearestLocation	LINC01847	101927766
chr6	44811375	44813297	1923	*	6.17	6.56	5.65	0.91	0.0226	0.251	7065	ENSG00000270900	44898711	44899295	+	upstream	-87336	85414	NearestLocation	NA	NA
chr1	84011111	84012627	1517	*	6.02	6.49	5.32	1.17	0.0226	0.251	768	ENSG00000229486	84015865	84018371	-	downstream	7260	3238	NearestLocation	NA	NA
chr1	64006254	64007389	1136	*	5.66	6.08	5.05	1.03	0.0227	0.252	429	ENSG00000207190	64028894	64029000	-	downstream	22746	21505	NearestLocation	NA	NA
chr6	51449654	51451243	1590	*	6.2	6.61	5.63	0.98	0.0229	0.253	7526	ENSG00000212532	51464690	51464765	+	upstream	-15036	13447	NearestLocation	NA	NA
chr3	173097198	173100353	3156	*	7.28	7.61	6.85	0.76	0.0229	0.253	4744	ENSG00000144962	172889358	173141268	-	inside	44070	40915	NearestLocation	SPATA16	83893
chr3	169505602	169507299	1698	*	6.27	6.81	5.39	1.42	0.0229	0.253	4360	ENSG00000213178	169483671	169484080	-	upstream	-21522	21522	NearestLocation	NA	NA
chr6	27020187	27021482	1296	*	6.35	6.79	5.73	1.06	0.023	0.253	6995	ENSG00000238621	27020335	27020447	+	includeFeature	-148	148	NearestLocation	NA	NA
chr7	94032034	94035004	2971	*	6.9	7.22	6.49	0.73	0.023	0.253	8909	ENSG00000236453	94022833	94066661	+	inside	9201	9201	NearestLocation	NA	NA
chr3	172971259	172972948	1690	*	6.2	6.58	5.69	0.89	0.023	0.253	4726	ENSG00000237501	172830981	172831229	-	upstream	-140030	140030	NearestLocation	NA	NA
chr7	127084623	127085550	928	*	4.91	5.64	3.37	2.27	0.023	0.253	9102	ENSG00000207692	127058079	127058187	-	upstream	-26436	26436	NearestLocation	MIR592	693177
chr7	37925488	37928145	2658	*	6.84	7.15	6.44	0.71	0.0232	0.255	8426	ENSG00000086288	37848597	37900401	+	downstream	76891	25087	NearestLocation	NME8	51314
chr10	18163883	18164881	999	*	5.8	6.38	4.81	1.57	0.0232	0.255	1300	ENSG00000165995	18140677	18541869	+	inside	23206	23206	NearestLocation	CACNB2	783
chr3	178134382	178135959	1578	*	5.92	6.45	5.08	1.37	0.0232	0.255	5418	ENSG00000199858	178007672	178007779	-	upstream	-126603	126603	NearestLocation	NA	NA
chr3	182565838	182566886	1049	*	5.64	6.05	5.06	0.99	0.0233	0.255	5789	ENSG00000228766	182610674	182611414	+	upstream	-44836	43788	NearestLocation	NA	NA
chr1	113403415	113404659	1245	*	5.71	6.13	5.13	1	0.0234	0.256	889	ENSG00000081026	113390749	113685923	+	inside	12666	12666	NearestLocation	MAGI3	260425
chr7	117192913	117194296	1384	*	5.7	6.19	4.98	1.21	0.0235	0.257	9082	ENSG00000278482	117191647	117191761	+	downstream	1266	1152	NearestLocation	NA	NA
chr15	87867094	87868585	1492	*	5.48	5.92	4.86	1.06	0.0236	0.257	2228	ENSG00000259560	87432058	87703852	-	upstream	-163242	163242	NearestLocation	NA	NA
chr3	115100064	115100717	654	*	5.24	5.71	4.53	1.18	0.0236	0.257	4052	ENSG00000242767	115100423	115103061	+	overlapStart	-359	294	NearestLocation	ZBTB20-AS4	100874131
chr2	54639376	54640433	1058	*	6.16	6.56	5.62	0.94	0.0236	0.257	2610	ENSG00000238018	54661011	54662792	-	downstream	23416	20578	NearestLocation	NA	NA
chr4	128551044	128553303	2260	*	7.03	7.39	6.55	0.84	0.0237	0.257	6161	ENSG00000273077	128552590	128553416	-	overlapEnd	2372	113	NearestLocation	NA	NA
chr2	37827547	37828525	979	*	5.7	6.1	5.13	0.98	0.0237	0.257	2517	ENSG00000225402	37816915	37817961	+	downstream	10632	9586	NearestLocation	NA	NA
chr3	100463217	100463789	573	*	5.13	5.67	4.27	1.39	0.0238	0.259	3736	ENSG00000181458	100492619	100577444	+	upstream	-29402	28830	NearestLocation	TMEM45A	55076
chr6	41096219	41099028	2810	*	7.46	7.75	7.1	0.65	0.0239	0.259	7036	ENSG00000124596	41033627	41097787	-	overlapStart	1568	1241	NearestLocation	OARD1	221443
chr3	169732442	169735533	3092	*	5.69	6.57	3.07	3.5	0.024	0.259	4394	ENSG00000206777	169720187	169720293	-	upstream	-12149	12149	NearestLocation	NA	NA
chr3	178584976	178586040	1065	*	5.43	5.91	4.71	1.2	0.024	0.259	5500	ENSG00000271131	178493327	178493810	-	upstream	-91166	91166	NearestLocation	NA	NA
chr9	107242851	107243880	1030	*	5.78	6.17	5.25	0.93	0.024	0.259	9380	ENSG00000119318	107283137	107332194	+	upstream	-40286	39257	NearestLocation	RAD23B	5887
chr1	85328113	85329561	1449	*	6.67	7.01	6.23	0.77	0.024	0.26	809	ENSG00000264380	85284610	85284673	+	downstream	43503	43440	NearestLocation	NA	NA
chr3	171078678	171079351	674	*	5.07	5.57	4.28	1.29	0.0241	0.26	4483	ENSG00000207963	171106664	171106759	-	downstream	28081	27313	NearestLocation	MIR569	693154
chr5	143554135	143555365	1231	*	5.97	6.35	5.46	0.89	0.0242	0.26	6534	ENSG00000251205	143559219	143562548	+	upstream	-5084	3854	NearestLocation	LOC105378208	105378208
chr22	16734097	16734816	720	*	7.03	7.44	6.45	1	0.0242	0.26	3406	ENSG00000235343	16746869	16748645	-	downstream	14548	12053	NearestLocation	LINC01665	101929350
chr3	169494173	169496809	2637	*	7.09	7.41	6.69	0.72	0.0243	0.261	4358	ENSG00000213178	169483671	169484080	-	upstream	-10093	10093	NearestLocation	NA	NA
chr22	22051029	22051578	550	*	5.08	5.61	4.23	1.39	0.0243	0.261	3433	ENSG00000228161	22046430	22046591	+	downstream	4599	4438	NearestLocation	NA	NA
chr7	30347309	30348810	1502	*	6	6.38	5.49	0.89	0.0244	0.261	7978	ENSG00000235859	30371508	30372741	+	upstream	-24199	22698	NearestLocation	NA	NA
chr3	173688249	173689702	1454	*	6.25	6.62	5.76	0.87	0.0244	0.261	4845	ENSG00000237645	173644231	173644711	+	downstream	44018	43538	NearestLocation	NA	NA
chr7	135176059	135177986	1928	*	6.81	7.13	6.41	0.72	0.0244	0.261	9141	ENSG00000122783	135092363	135170795	-	upstream	-5264	5264	NearestLocation	CYREN	78996
chr3	172302158	172303014	857	*	4.97	5.69	3.48	2.21	0.0244	0.261	4663	ENSG00000279862	172301654	172303052	-	inside	894	38	NearestLocation	NA	NA
chr6	48563164	48564246	1083	*	5.04	5.62	4.05	1.57	0.0244	0.261	7411	ENSG00000278736	48701491	48701872	-	downstream	138708	137245	NearestLocation	NA	NA
chr1	84096074	84096567	494	*	4.37	5.02	3.16	1.86	0.0245	0.261	774	ENSG00000213540	84085741	84086233	+	downstream	10333	9841	NearestLocation	NA	NA
chr4	109714510	109715045	536	*	4.1	4.84	2.55	2.29	0.0246	0.262	6137	ENSG00000138794	109688622	109703583	-	upstream	-10927	10927	NearestLocation	CASP6	839
chr7	39119236	39120969	1734	*	5.75	6.18	5.13	1.06	0.0248	0.264	8512	ENSG00000233854	38984243	39013551	-	upstream	-105685	105685	NearestLocation	NA	NA
chr3	173000910	173001765	856	*	5.38	5.85	4.68	1.18	0.0249	0.264	4733	ENSG00000144962	172889358	173141268	-	inside	140358	111552	NearestLocation	SPATA16	83893
chr10_KI270824v1_alt	162464	162947	484	*	4.38	5.14	2.68	2.46	0.0249	0.264	1579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	182019690	182020775	1086	*	5.21	5.71	4.45	1.26	0.0249	0.264	5721	ENSG00000252257	181968459	181968681	+	downstream	51231	51009	NearestLocation	NA	NA
chr3	172920854	172922037	1184	*	5.9	6.31	5.31	1	0.025	0.264	4719	ENSG00000237501	172830981	172831229	-	upstream	-89625	89625	NearestLocation	NA	NA
chr6	49503385	49504375	991	*	5.3	5.76	4.63	1.13	0.025	0.265	7443	ENSG00000203972	49499958	49527047	+	inside	3427	3427	NearestLocation	GLYATL3	389396
chr2	76997841	77001833	3993	*	7.31	7.61	6.92	0.69	0.025	0.265	2844	ENSG00000234653	76985965	77009791	+	inside	11876	7958	NearestLocation	LRRTM4-AS1	101927907
chr18	11497711	11499131	1421	*	7.11	7.41	6.72	0.69	0.0251	0.265	2406	ENSG00000267564	11447756	11489369	-	upstream	-8342	8342	NearestLocation	NA	NA
chr3	171838040	171839659	1620	*	6.46	6.91	5.8	1.12	0.0252	0.266	4607	ENSG00000186329	171843349	171938715	+	upstream	-5309	3690	NearestLocation	TMEM212	389177
chr7	122977392	122978555	1164	*	5.44	5.88	4.82	1.06	0.0253	0.267	9094	ENSG00000128519	122994704	122995700	-	downstream	18308	16149	NearestLocation	TAS2R16	50833
chr5	101853802	101855233	1432	*	5.24	5.76	4.44	1.32	0.0254	0.267	6392	ENSG00000251261	101816475	101816780	-	upstream	-37022	37022	NearestLocation	NA	NA
chr3	171810900	171812134	1235	*	7.61	7.91	7.23	0.69	0.0254	0.267	4601	ENSG00000075651	171600405	171810950	-	overlapStart	50	50	NearestLocation	PLD1	5337
chr3	174781891	174783932	2042	*	6.26	6.65	5.73	0.91	0.0254	0.267	5010	ENSG00000253020	174631823	174632064	+	downstream	150068	149827	NearestLocation	NA	NA
chr5	143583155	143584443	1289	*	5.91	6.3	5.4	0.9	0.0254	0.267	6540	ENSG00000249881	143605628	143828772	+	upstream	-22473	21185	NearestLocation	NA	NA
chr7	41989338	41990257	920	*	4.03	4.82	2.15	2.67	0.0255	0.267	8709	ENSG00000213721	42113365	42113620	+	upstream	-124027	123108	NearestLocation	NA	NA
chr2	137952393	137953028	636	*	5.48	5.92	4.86	1.06	0.0255	0.267	3055	ENSG00000150540	137964020	138016364	+	upstream	-11627	10992	NearestLocation	HNMT	3176
chr12	43835166	43836355	1190	*	5.37	5.82	4.73	1.08	0.0255	0.267	1863	ENSG00000139173	43835967	44389762	+	overlapStart	-801	388	NearestLocation	TMEM117	84216
chr6	146914137	146914733	597	*	5.37	5.86	4.64	1.22	0.0255	0.267	7934	ENSG00000272397	146948528	146951159	-	downstream	37022	33795	NearestLocation	NA	NA
chr5	159230283	159231337	1055	*	6.27	6.63	5.78	0.84	0.0256	0.267	6615	ENSG00000252458	159230194	159230322	+	overlapEnd	89	39	NearestLocation	NA	NA
chr3	169446163	169449422	3260	*	7.19	7.56	6.69	0.87	0.0256	0.267	4346	ENSG00000241479	169447867	169477052	+	overlapStart	-1704	1555	NearestLocation	MECOM-AS1	105374205
chr1	60815597	60816845	1249	*	5.56	6.03	4.85	1.19	0.0257	0.267	323	ENSG00000231252	60659631	60825584	-	inside	9987	8739	NearestLocation	LOC101926964	101926964
chr3	176999737	177000742	1006	*	4.49	5.24	2.85	2.39	0.0258	0.268	5296	ENSG00000231888	177010719	177011067	-	downstream	11330	9977	NearestLocation	NA	NA
chr11	48985775	48986306	532	*	3.67	4.47	1.71	2.77	0.0258	0.268	1607	ENSG00000220948	48975501	48981695	-	upstream	-4080	4080	NearestLocation	NA	NA
chr3	172576751	172578660	1910	*	6.87	7.19	6.45	0.74	0.0258	0.268	4687	ENSG00000223387	172560888	172595607	-	inside	18856	15863	NearestLocation	LINC02068	105374219
chr7	30073604	30075789	2186	*	6.51	6.92	5.93	0.99	0.0258	0.268	7960	ENSG00000231519	30069658	30075115	-	overlapStart	1511	674	NearestLocation	NA	NA
chr1	62595644	62596582	939	*	4.85	5.39	3.98	1.41	0.026	0.269	388	ENSG00000132855	62597487	62606159	+	upstream	-1843	905	NearestLocation	ANGPTL3	27329
chr9	123041727	123042461	735	*	5.07	5.58	4.29	1.29	0.026	0.269	9502	ENSG00000188394	123034527	123035696	+	downstream	7200	6031	NearestLocation	NA	NA
chr3	193647345	193648125	781	*	5.32	5.76	4.68	1.08	0.026	0.269	5994	ENSG00000224855	193618609	193627337	-	upstream	-20008	20008	NearestLocation	OPA1-AS1	100873941
chr7	106623455	106624117	663	*	4.32	5.02	2.91	2.11	0.0261	0.269	9038	ENSG00000267052	106570947	106598908	-	upstream	-24547	24547	NearestLocation	NA	NA
chr1	51569081	51570369	1289	*	6.84	7.19	6.38	0.81	0.0261	0.269	109	ENSG00000117859	51577179	51798427	+	upstream	-8098	6810	NearestLocation	OSBPL9	114883
chr20	52456191	52456788	598	*	2.18	3.04	-0.16	3.2	0.0262	0.269	3250	ENSG00000225785	52451464	52455619	-	upstream	-572	572	NearestLocation	NA	NA
chr7	37182402	37183643	1242	*	5.94	6.44	5.17	1.27	0.0262	0.269	8386	ENSG00000224706	37116779	37117185	+	downstream	65623	65217	NearestLocation	NA	NA
